gameid,top_blue,jng_blue,mid_blue,bot_blue,sup_blue,top_red,jng_red,mid_red,bot_red,sup_red,result
LOLTMNT02_243488,Renekton,Naafiri,Ahri,Ashe,Nautilus,Ambessa,Xin Zhao,Taliyah,Ezreal,Leona,0
11965-11965_game_2,Nidalee,Lee Sin,Aurora,Varus,Rell,Gnar,Pantheon,Akali,Miss Fortune,Neeko,1
LOLTMNT02_244387,Rumble,Sejuani,Azir,Zeri,Alistar,Galio,Lillia,Yone,Kai'Sa,Nautilus,0
LOLTMNT02_244393,Sion,Viego,Azir,Kai'Sa,Nautilus,Ornn,Zyra,Corki,Ezreal,Karma,0
LOLTMNT02_243505,Renekton,Viego,Aurora,Miss Fortune,Nautilus,Ambessa,Sejuani,Ahri,Ashe,Rell,1
LOLTMNT02_243506,Jayce,Vi,Taliyah,Corki,Rakan,Rumble,Naafiri,Azir,Kai'Sa,Leona,0
LOLTMNT03_211924,Camille,Wukong,Sylas,Varus,Rell,Rumble,Vi,Galio,Ezreal,Braum,1
11965-11965_game_3,Kennen,Sejuani,Tristana,Ashe,Braum,Renekton,Lillia,Yone,Jhin,Rakan,0
LOLTMNT03_212931,K'Sante,Xin Zhao,Mel,Varus,Alistar,Gnar,Bel'Veth,Hwei,Ezreal,Leona,1
LOLTMNT02_243511,Gwen,Vi,Ryze,Zeri,Lulu,Jayce,Nidalee,Corki,Xayah,Annie,1
LOLTMNT02_244407,Aatrox,Xin Zhao,Ahri,Ezreal,Rell,Gnar,Skarner,Galio,Zeri,Nautilus,0
11966-11966_game_1,Galio,Xin Zhao,Ahri,Varus,Alistar,Rumble,Vi,Taliyah,Miss Fortune,Rell,0
LOLTMNT03_212953,K'Sante,Lillia,Ryze,Miss Fortune,Leona,Ambessa,Zyra,Irelia,Lucian,Yuumi,0
11966-11966_game_2,Ambessa,Sejuani,Yone,Ashe,Renata Glasc,Jayce,Lillia,Tristana,Ezreal,Leona,0
LOLTMNT03_211992,Jax,Lillia,Naafiri,Xayah,Rakan,K'Sante,Lee Sin,Ahri,Tristana,Rell,1
LOLTMNT06_111070,Rumble,Sejuani,Yone,Ezreal,Leona,Akali,Pantheon,Ahri,Varus,Rell,1
LOLTMNT03_214016,Rumble,Skarner,Tristana,Jhin,Alistar,Galio,Ambessa,Ahri,Varus,Rell,1
11967-11967_game_1,Sion,Naafiri,Ryze,Corki,Pantheon,Mordekaiser,Skarner,Aurora,Kalista,Neeko,1
LOLTMNT06_111072,Jayce,Maokai,Viktor,Corki,Rakan,Yasuo,Dr. Mundo,Hwei,Kalista,Alistar,1
11967-11967_game_2,Renekton,Maokai,Tristana,Miss Fortune,Alistar,Gnar,Sejuani,Yone,Kai'Sa,Nautilus,1
LOLTMNT06_110083,Gnar,Zyra,Lucian,Ashe,Leona,Ambessa,Maokai,Taliyah,Kalista,Braum,0
11967-11967_game_3,Gwen,Volibear,Ahri,Jhin,Braum,Kennen,Vi,Azir,Ezreal,Karma,0
LOLTMNT06_111090,Rumble,Vi,Yone,Kai'Sa,Alistar,K'Sante,Xin Zhao,Viktor,Sivir,Rell,1
LOLTMNT06_111097,Gnar,Dr. Mundo,Akali,Varus,Rell,Camille,Zyra,Corki,Ezreal,Alistar,1
LOLTMNT03_214145,Gwen,Skarner,Azir,Jhin,Leona,Rumble,Maokai,Corki,Miss Fortune,Alistar,0
LOLTMNT06_110120,Ambessa,Skarner,Viktor,Miss Fortune,Pyke,Renekton,Ivern,Hwei,Ashe,Leona,0
LOLTMNT03_213170,Volibear,Lillia,Corki,Varus,Braum,Ambessa,Sejuani,Yone,Ashe,Alistar,0
LOLTMNT03_214199,Aatrox,Vi,Ahri,Varus,Leona,Ambessa,Xin Zhao,Taliyah,Miss Fortune,Alistar,1
LOLTMNT03_214223,Poppy,Vi,Ryze,Ezreal,Rakan,Ambessa,Naafiri,Taliyah,Varus,Rell,0
LOLTMNT03_213249,Gwen,Jarvan IV,Ahri,Kalista,Renata Glasc,Vladimir,Xin Zhao,Ryze,Varus,Neeko,0
LOLTMNT03_214267,Ambessa,Naafiri,Aurora,Ezreal,Leona,Rumble,Vi,Taliyah,Varus,Rell,1
LOLTMNT03_213276,Gwen,Lee Sin,Ryze,Ezreal,Alistar,Riven,Vi,Azir,Varus,Renata Glasc,0
LOLTMNT03_214309,Gwen,Skarner,Viktor,Varus,Rakan,Jax,Sejuani,Yone,Kai'Sa,Neeko,0
LOLTMNT02_244605,Gwen,Sejuani,Tristana,Varus,Rell,Rumble,Vi,Azir,Zeri,Lulu,0
LOLTMNT02_243712,Galio,Naafiri,Sylas,Zeri,Rakan,Rumble,Xin Zhao,Azir,Ezreal,Braum,0
LOLTMNT02_243710,K'Sante,Wukong,Ahri,Varus,Karma,Rumble,Sejuani,Yone,Zeri,Nautilus,0
LOLTMNT02_243711,K'Sante,Viego,Azir,Varus,Leona,Rumble,Vi,Aurora,Ashe,Rell,1
LOLTMNT02_243722,K'Sante,Nocturne,Orianna,Ashe,Leona,Gnar,Pantheon,Aurora,Miss Fortune,Alistar,0
LOLTMNT02_244618,Ambessa,Poppy,Ryze,Kai'Sa,Leona,Aatrox,Naafiri,Ahri,Xayah,Braum,0
LOLTMNT02_243723,Aatrox,Zyra,Corki,Miss Fortune,Rell,Ambessa,Nidalee,Azir,Ezreal,Leona,1
LOLTMNT02_243727,Aatrox,Wukong,Ahri,Ezreal,Neeko,Gnar,Sejuani,Sylas,Miss Fortune,Nautilus,1
LOLTMNT02_244630,Gwen,Xin Zhao,Aurora,Jhin,Rell,Jayce,Sejuani,Ryze,Ezreal,Poppy,0
LOLTMNT02_244633,Gwen,Xin Zhao,Taliyah,Kai'Sa,Poppy,Jayce,Naafiri,Galio,Jhin,Alistar,1
LOLTMNT02_244646,Ryze,Vi,Ahri,Kai'Sa,Nautilus,Rumble,Xin Zhao,Galio,Varus,Renata Glasc,1
LOLTMNT02_243751,Gnar,Vi,Taliyah,Tristana,Rakan,Aatrox,Naafiri,Ahri,Kai'Sa,Nautilus,0
11968-11968_game_1,Jayce,Skarner,Taliyah,Kalista,Renata Glasc,K'Sante,Xin Zhao,Galio,Kai'Sa,Neeko,1
LOLTMNT02_244657,K'Sante,Naafiri,Azir,Varus,Leona,Ambessa,Vi,Ahri,Miss Fortune,Rell,1
LOLTMNT02_244664,Jayce,Sejuani,Yone,Zeri,Rakan,Rumble,Pantheon,Azir,Corki,Nautilus,1
LOLTMNT02_243764,Fiora,Naafiri,Azir,Ezreal,Braum,Gwen,Nocturne,Corki,Miss Fortune,Rakan,0
LOLTMNT02_243769,Jayce,Nidalee,Aurora,Jhin,Rell,Gwen,Sejuani,Irelia,Ashe,Pyke,1
LOLTMNT03_214374,Jayce,Viego,Hwei,Corki,Rell,Ambessa,Xin Zhao,Taliyah,Ezreal,Nautilus,0
LOLTMNT02_243781,Sett,Gwen,Yone,Jhin,Maokai,Master Yi,Sejuani,Aurora,Ashe,Rakan,0
LOLTMNT02_244680,Aurora,Viego,Galio,Varus,Renata Glasc,Ambessa,Xin Zhao,Tristana,Kai'Sa,Rell,1
11968-11968_game_2,Poppy,Naafiri,Lissandra,Corki,Alistar,Ambessa,Vi,Ahri,Miss Fortune,Nautilus,0
LOLTMNT02_243783,Gwen,Xin Zhao,Ahri,Jhin,Alistar,Rumble,Skarner,Azir,Miss Fortune,Rakan,1
LOLTMNT02_243782,Galio,Viego,Ahri,Varus,Alistar,Rumble,Vi,Sylas,Jhin,Rell,1
LOLTMNT02_244681,Aatrox,Skarner,Azir,Miss Fortune,Alistar,Gnar,Wukong,Orianna,Ezreal,Rakan,1
LOLTMNT03_214387,Jayce,Viego,LeBlanc,Ezreal,Rell,K'Sante,Xin Zhao,Ahri,Jhin,Bard,1
LOLTMNT02_244682,Gnar,Lee Sin,Akali,Ashe,Braum,Sylas,Wukong,Ahri,Miss Fortune,Bard,1
LOLTMNT02_244684,Gnar,Naafiri,Galio,Ezreal,Nautilus,Ambessa,Nocturne,Ryze,Corki,Poppy,1
11969-11969_game_1,Gragas,Xin Zhao,Ryze,Miss Fortune,Nautilus,Jayce,Vi,Ahri,Kai'Sa,Alistar,1
LOLTMNT03_213397,Irelia,Mordekaiser,LeBlanc,Sivir,Poppy,Jayce,Skarner,Azir,Jinx,Lulu,0
LOLTMNT02_243791,Jax,Sejuani,Taliyah,Caitlyn,Bard,K'Sante,Lillia,Viktor,Xayah,Blitzcrank,0
11969-11969_game_2,Kennen,Sejuani,Yone,Jhin,Rell,Ambessa,Skarner,Aurora,Corki,Leona,1
LOLTMNT03_214425,Gwen,Wukong,Ahri,Varus,Rell,K'Sante,Lillia,Vladimir,Jhin,Rakan,0
11969-11969_game_3,Sion,Poppy,Taliyah,Jinx,Lulu,Gnar,Viego,Galio,Ashe,Renata Glasc,1
LOLTMNT03_214455,Rumble,Kayn,Galio,Jhin,Karma,Gnar,Skarner,Aurora,Ezreal,Nautilus,1
LOLTMNT03_213495,Rumble,Naafiri,Ryze,Corki,Nautilus,Ambessa,Skarner,Aurelion Sol,Lucian,Yuumi,1
11970-11970_game_1,Ambessa,Vi,Taliyah,Ezreal,Alistar,Renekton,Xin Zhao,Ahri,Miss Fortune,Rakan,1
11970-11970_game_2,Aurora,Pantheon,Jayce,Ziggs,Leona,Sion,Lillia,Corki,Varus,Nautilus,0
LOLTMNT06_110153,Gnar,Skarner,Azir,Jhin,Rell,Jayce,Lillia,Yone,Varus,Leona,1
LOLTMNT06_111152,Gwen,Maokai,Taliyah,Miss Fortune,Alistar,Akali,Sejuani,Hwei,Corki,Nautilus,1
LOLTMNT03_213606,Camille,Skarner,Aurora,Miss Fortune,Alistar,Ambessa,Sejuani,Ahri,Kai'Sa,Rakan,1
LOLTMNT03_213634,Gwen,Sejuani,Yone,Kai'Sa,Rakan,Aurora,Vi,Akali,Ezreal,Alistar,1
LOLTMNT06_111156,Jayce,Naafiri,Taliyah,Ezreal,Alistar,Ambessa,Wukong,Azir,Varus,Rakan,1
LOLTMNT03_213678,Jayce,Sejuani,Taliyah,Kalista,Neeko,Rumble,Nocturne,Aurora,Ashe,Karma,1
LOLTMNT06_110166,Gnar,Zyra,Viktor,Miss Fortune,Rell,Aatrox,Brand,Corki,Ashe,Braum,1
LOLTMNT06_110171,K'Sante,Maokai,Ahri,Xayah,Nautilus,Rumble,Pantheon,Tristana,Kai'Sa,Leona,0
LOLTMNT03_213710,Rumble,Skarner,Azir,Miss Fortune,Alistar,Gwen,Ivern,Corki,Ezreal,Braum,0
LOLTMNT03_213755,Gwen,Skarner,Taliyah,Miss Fortune,Nautilus,Rumble,Xin Zhao,Ahri,Ashe,Rell,1
LOLTMNT03_214777,Ambessa,Naafiri,Aurora,Ezreal,Leona,Gnar,Vi,Taliyah,Varus,Alistar,0
LOLTMNT03_213781,Gnar,Sejuani,Azir,Varus,Alistar,Renekton,Vi,Hwei,Ezreal,Karma,0
LOLTMNT03_213794,Jayce,Xin Zhao,Azir,Varus,Poppy,Aatrox,Naafiri,Ryze,Miss Fortune,Alistar,1
LOLTMNT03_214834,Jayce,Vi,Azir,Ezreal,Poppy,Yorick,Xin Zhao,Taliyah,Corki,Rell,0
LOLTMNT03_214851,Ambessa,Xin Zhao,Aurora,Ezreal,Rell,Jax,Skarner,Viktor,Kalista,Neeko,1
LOLTMNT03_213808,Renekton,Sejuani,Veigar,Miss Fortune,Rakan,Gangplank,Trundle,Ryze,Varus,Bard,0
LOLTMNT03_214856,Naafiri,Wukong,Ryze,Varus,Alistar,Gwen,Xin Zhao,Tristana,Ezreal,Karma,1
LOLTMNT03_214905,Aatrox,Vi,Sylas,Miss Fortune,Neeko,Ambessa,Xin Zhao,Azir,Kalista,Renata Glasc,1
LOLTMNT03_213865,Gnar,Naafiri,Galio,Kai'Sa,Rell,Jax,Wukong,Ahri,Jinx,Rakan,0
LOLTMNT03_213891,Jayce,Maokai,Corki,Ezreal,Poppy,Sion,Xin Zhao,Ahri,Zeri,Lulu,1
LOLTMNT03_213911,Rumble,Vi,Orianna,Kai'Sa,Alistar,Galio,Kindred,Aurora,Varus,Elise,0
LOLTMNT03_214984,Gwen,Naafiri,Aurora,Jhin,Alistar,Rumble,Vi,Ryze,Ashe,Braum,1
11971-11971_game_1,Rumble,Xin Zhao,Ahri,Jhin,Nautilus,Ambessa,Naafiri,Ryze,Miss Fortune,Rell,1
LOLTMNT03_214997,Rumble,Xin Zhao,Ahri,Xayah,Rakan,Jayce,Skarner,Azir,Kai'Sa,Nautilus,1
LOLTMNT03_213951,Camille,Xin Zhao,Karma,Kai'Sa,Nautilus,Ambessa,Jax,Galio,Ezreal,Rell,0
11971-11971_game_2,Camille,Skarner,Azir,Kalista,Renata Glasc,Gnar,Vi,Hwei,Corki,Leona,1
LOLTMNT03_215018,Gwen,Nocturne,Viktor,Ezreal,Alistar,Ambessa,Wukong,Taliyah,Varus,Renata Glasc,0
LOLTMNT03_213972,K'Sante,Lillia,Tristana,Caitlyn,Leona,Renekton,Maokai,Taliyah,Miss Fortune,Rakan,0
11971-11971_game_3,Poppy,Viego,Viktor,Varus,Gragas,K'Sante,Pantheon,Sylas,Ezreal,Karma,1
LOLTMNT03_215067,Jayce,Maokai,Azir,Ezreal,Leona,Ambessa,Xin Zhao,Taliyah,Varus,Alistar,1
LOLTMNT03_216042,Gwen,Skarner,Yone,Jhin,Rell,Irelia,Vi,Ahri,Kai'Sa,Poppy,0
11972-11972_game_1,Gwen,Vi,Ahri,Kai'Sa,Poppy,Gnar,Naafiri,Ryze,Jhin,Alistar,1
11972-11972_game_2,Sion,Lillia,Taliyah,Ezreal,Leona,Jayce,Skarner,Azir,Miss Fortune,Rell,1
11972-11972_game_3,Renekton,Sejuani,Viktor,Draven,Nautilus,Jax,Xin Zhao,Orianna,Corki,Braum,1
LOLTMNT03_215191,Olaf,Shaco,Lissandra,Varus,Blitzcrank,Ambessa,Vi,Viktor,Jhin,Nautilus,1
LOLTMNT06_110205,Gwen,Skarner,Orianna,Corki,Neeko,Jayce,Maokai,Taliyah,Varus,Karma,1
LOLTMNT03_216153,Gwen,Sejuani,Ambessa,Kai'Sa,Maokai,Gnar,Naafiri,Malzahar,Ezreal,Poppy,0
LOLTMNT06_110211,Olaf,Jarvan IV,Viktor,Ezreal,Rell,Aatrox,Sejuani,Hwei,Kai'Sa,Poppy,0
LOLTMNT03_216187,Maokai,Naafiri,Ahri,Jhin,Rell,Rumble,Vi,Orianna,Varus,Poppy,1
LOLTMNT06_111217,Rumble,Sejuani,Yone,Varus,Rakan,Ambessa,Zyra,Tristana,Corki,Leona,1
LOLTMNT03_215275,Ornn,Naafiri,Sylas,Miss Fortune,Rell,Jayce,Xin Zhao,Ahri,Jinx,Braum,1
LOLTMNT06_110226,K'Sante,Skarner,Viktor,Draven,Rell,Aurora,Vi,Taliyah,Kai'Sa,Alistar,0
LOLTMNT03_216289,Ambessa,Wukong,Ahri,Varus,Alistar,Jax,Sejuani,Yone,Jhin,Rakan,1
LOLTMNT03_215340,Jayce,Maokai,Ahri,Corki,Rell,Rumble,Vi,Aurora,Ezreal,Alistar,0
LOLTMNT03_216302,Gwen,Pantheon,Corki,Kai'Sa,Nautilus,Gragas,Xin Zhao,Taliyah,Miss Fortune,Rell,0
LOLTMNT03_215363,Gwen,Pantheon,Orianna,Miss Fortune,Rakan,Ambessa,Xin Zhao,Ryze,Ashe,Nautilus,1
LOLTMNT03_215362,Rumble,Pantheon,Jayce,Varus,Nautilus,Ornn,Xin Zhao,Karma,Ezreal,Braum,0
LOLTMNT03_216330,Gwen,Xin Zhao,Viktor,Corki,Nautilus,Rumble,Naafiri,Sylas,Ezreal,Rell,0
LOLTMNT03_216334,Gwen,Wukong,Ahri,Corki,Leona,Akali,Vi,Taliyah,Ashe,Alistar,0
LOLTMNT03_215376,Camille,Lillia,Yone,Miss Fortune,Braum,Ambessa,Jarvan IV,Ahri,Draven,Rakan,1
LOLTMNT03_216351,Ambessa,Xin Zhao,Azir,Miss Fortune,Rell,Renekton,Ivern,Taliyah,Tristana,Nautilus,1
LOLTMNT03_215383,Rumble,Pantheon,Hwei,Varus,Leona,Galio,Wukong,Aurora,Ezreal,Karma,0
LOLTMNT03_215478,Gwen,Naafiri,Ahri,Corki,Rell,Ambessa,Xin Zhao,Ryze,Ezreal,Alistar,0
LOLTMNT03_216460,Aatrox,Sejuani,Yone,Kai'Sa,Rakan,Gnar,Poppy,Viktor,Varus,Nautilus,0
LOLTMNT03_216462,Gwen,Xin Zhao,Ahri,Miss Fortune,Rell,Rumble,Vi,Ryze,Varus,Braum,0
11973-11973_game_1,Ambessa,Skarner,Ahri,Miss Fortune,Nautilus,Jayce,Pantheon,Azir,Varus,Braum,0
LOLTMNT03_215505,Ambessa,Wukong,Aurora,Ezreal,Rakan,Aatrox,Sejuani,Naafiri,Corki,Elise,0
11973-11973_game_2,Sion,Lillia,Yone,Corki,Rell,Ornn,Nidalee,Tristana,Ezreal,Alistar,0
LOLTMNT03_216493,Jayce,Sejuani,Ahri,Kalista,Nautilus,Sion,Vi,Taliyah,Kai'Sa,Neeko,0
LOLTMNT03_215530,Rumble,Xin Zhao,Azir,Ashe,Leona,Jayce,Vi,Aurelion Sol,Ezreal,Rell,0
LOLTMNT03_215537,Yasuo,Viego,Orianna,Varus,Alistar,Gnar,Nidalee,Tristana,Draven,Leona,1
11974-11974_game_1,Ambessa,Lillia,Tristana,Varus,Poppy,Jayce,Sejuani,Yone,Ezreal,Alistar,1
LOLTMNT03_216542,Gwen,Poppy,Corki,Miss Fortune,Maokai,Ambessa,Pantheon,Galio,Kai'Sa,Neeko,1
LOLTMNT03_216551,Rumble,Skarner,Azir,Xayah,Rakan,Aatrox,Maokai,Viktor,Miss Fortune,Rell,1
11974-11974_game_2,Cho'Gath,Vi,Viktor,Miss Fortune,Nautilus,Sion,Xin Zhao,Taliyah,Kai'Sa,Rell,0
LOLTMNT03_216581,K'Sante,Viego,Viktor,Draven,Nautilus,Jax,Sejuani,Syndra,Caitlyn,Elise,1
LOLTMNT03_216593,Gnar,Zyra,Yone,Varus,Braum,Sion,Naafiri,Ahri,Kai'Sa,Leona,1
LOLTMNT03_216625,Rumble,Pantheon,Syndra,Ezreal,Leona,Ambessa,Sejuani,Aurora,Varus,Rakan,1
LOLTMNT03_215656,Gwen,Sejuani,Yone,Xayah,Rakan,Jax,Pantheon,Azir,Kai'Sa,Rell,1
LOLTMNT03_216673,K'Sante,Pantheon,Taliyah,Corki,Leona,Sion,Xin Zhao,Ryze,Ezreal,Alistar,1
LOLTMNT03_216659,Gnar,Jarvan IV,Orianna,Kai'Sa,Rell,Ambessa,Sejuani,Viktor,Varus,Alistar,1
LOLTMNT03_215695,Rumble,Xin Zhao,Akali,Corki,Neeko,Irelia,Nocturne,Orianna,Jinx,Leona,1
LOLTMNT06_110237,Ornn,Naafiri,Viktor,Miss Fortune,Karma,Gnar,Maokai,Corki,Ezreal,Rell,1
LOLTMNT03_215713,Ornn,Nocturne,Ahri,Sivir,Nautilus,Rumble,Viego,Viktor,Varus,Alistar,0
LOLTMNT06_111240,K'Sante,Gwen,Jayce,Mel,Nautilus,Aurora,Lillia,Yone,Varus,Leona,0
LOLTMNT03_215727,Aatrox,Gwen,Corki,Ezreal,Nautilus,Gnar,Maokai,Syndra,Jhin,Rell,1
LOLTMNT03_215724,Renekton,Maokai,Ziggs,Kalista,Renata Glasc,Aatrox,Trundle,Syndra,Miss Fortune,Leona,1
LOLTMNT03_215728,Rumble,Naafiri,Taliyah,Varus,Leona,Jax,Pantheon,Viktor,Corki,Rell,1
LOLTMNT06_110244,Ambessa,Maokai,Tristana,Kai'Sa,Rell,Sion,Dr. Mundo,Taliyah,Ezreal,Alistar,1
LOLTMNT03_215746,Gragas,Xin Zhao,Azir,Ezreal,Alistar,Ambessa,Skarner,Taliyah,Kai'Sa,Nautilus,1
LOLTMNT03_216735,Jayce,Maokai,Akali,Varus,Neeko,Gragas,Sejuani,Yone,Ezreal,Karma,0
LOLTMNT06_111248,Jayce,Xin Zhao,Ryze,Kai'Sa,Leona,Ambessa,Dr. Mundo,Taliyah,Jhin,Alistar,0
LOLTMNT03_216757,Sion,Xin Zhao,Ahri,Tristana,Lulu,Camille,Vi,Taliyah,Caitlyn,Neeko,1
LOLTMNT03_215783,Ambessa,Wukong,Ahri,Ezreal,Alistar,Jayce,Maokai,Tristana,Kai'Sa,Nautilus,0
LOLTMNT06_110253,Gwen,Jarvan IV,Viktor,Corki,Nautilus,Fiora,Elise,Yone,Kai'Sa,Rakan,0
LOLTMNT03_215793,K'Sante,Naafiri,Akali,Varus,Rell,Gnar,Vi,Syndra,Miss Fortune,Alistar,1
LOLTMNT03_216783,K'Sante,Vi,Azir,Corki,Leona,Ambessa,Xin Zhao,Ahri,Xayah,Braum,1
LOLTMNT03_215805,Jax,Sejuani,Yone,Varus,Nautilus,Darius,Maokai,Syndra,Corki,Rell,0
LOLTMNT06_110260,Sion,Naafiri,Ahri,Kalista,Neeko,Yorick,Pantheon,Azir,Varus,Rell,1
LOLTMNT03_215837,K'Sante,Maokai,Azir,Miss Fortune,Alistar,Ambessa,Pantheon,Aurora,Varus,Rell,1
LOLTMNT03_215832,Fiora,Maokai,Azir,Kai'Sa,Alistar,K'Sante,Viego,Akali,Sivir,Poppy,1
LOLTMNT03_215836,Olaf,Volibear,Taliyah,Tristana,Lulu,Pantheon,Naafiri,Viktor,Sivir,Nautilus,1
LOLTMNT03_215842,Jayce,Xin Zhao,Ahri,Kai'Sa,Rakan,Rumble,Sejuani,Yone,Ashe,Nautilus,1
LOLTMNT03_216827,Volibear,Rek'Sai,Mel,Draven,Poppy,Sett,Wukong,Azir,Tristana,Braum,0
LOLTMNT03_215866,Gwen,Maokai,Corki,Miss Fortune,Leona,Rumble,Skarner,Syndra,Jhin,Rakan,1
LOLTMNT03_216856,Ambessa,Vi,Taliyah,Tristana,Rakan,Gnar,Pantheon,Ahri,Xayah,Nautilus,1
LOLTMNT03_216861,Gnar,Pantheon,Viktor,Kalista,Renata Glasc,Aatrox,Vi,Azir,Corki,Neeko,1
LOLTMNT03_215870,Ambessa,Sejuani,Yone,Varus,Braum,K'Sante,Xin Zhao,Ahri,Ezreal,Leona,1
LOLTMNT03_215872,Ornn,Jarvan IV,Viktor,Ezreal,Rakan,Mordekaiser,Pantheon,Hwei,Kai'Sa,Blitzcrank,1
LOLTMNT03_216878,Ornn,Naafiri,Hwei,Ezreal,Rell,Udyr,Lillia,Jayce,Varus,Thresh,1
LOLTMNT03_216885,Ambessa,Wukong,Orianna,Caitlyn,Elise,Aurora,Skarner,Sylas,Ezreal,Rell,1
LOLTMNT03_215891,Aatrox,Poppy,Azir,Jhin,Rakan,Fiora,Naafiri,Taliyah,Ashe,Nautilus,0
LOLTMNT06_111271,Rumble,Skarner,Ahri,Miss Fortune,Rell,Aatrox,Naafiri,Galio,Ezreal,Rakan,1
LOLTMNT03_216917,Ambessa,Pantheon,Ryze,Varus,Alistar,Renekton,Vi,Sylas,Kai'Sa,Leona,0
LOLTMNT06_111273,Gwen,Wukong,Azir,Kalista,Renata Glasc,Jax,Sejuani,Akali,Ashe,Braum,0
LOLTMNT03_216924,Jayce,Xin Zhao,Aurora,Ashe,Nautilus,Gnar,Skarner,Vladimir,Ezreal,Rell,1
LOLTMNT03_218043,Gwen,Naafiri,Ahri,Corki,Rakan,Jayce,Xin Zhao,Azir,Kai'Sa,Poppy,0
LOLTMNT03_218051,Ambessa,Sejuani,Taliyah,Tristana,Nautilus,Gnar,Nidalee,Ryze,Ezreal,Rell,1
LOLTMNT03_217059,K'Sante,Maokai,Tristana,Kai'Sa,Blitzcrank,Jax,Vi,Ahri,Ezreal,Leona,1
11975-11975_game_1,Gwen,Naafiri,Ryze,Ezreal,Nautilus,Gnar,Xin Zhao,Aurora,Jhin,Rell,0
LOLTMNT03_217072,Mordekaiser,Lillia,Corki,Varus,Nautilus,Camille,Sejuani,Viktor,Kalista,Rell,0
LOLTMNT03_217087,Aurora,Vi,Akali,Zeri,Alistar,Rumble,Wukong,Orianna,Miss Fortune,Taric,1
11975-11975_game_2,Ambessa,Vi,Azir,Caitlyn,Neeko,Sion,Poppy,Ahri,Corki,Elise,1
LOLTMNT03_217107,Gwen,Sejuani,Yone,Ezreal,Alistar,Jayce,Viego,Taliyah,Varus,Nautilus,0
LOLTMNT03_218101,Rumble,Naafiri,Ahri,Ezreal,Alistar,Aurora,Skarner,Yone,Kai'Sa,Elise,1
11975-11975_game_3,Renekton,Maokai,Yasuo,Varus,Rakan,Udyr,Lillia,Tristana,Miss Fortune,Alistar,0
LOLTMNT03_218122,Ambessa,Vi,Aurora,Corki,Rell,Renekton,Xin Zhao,Ahri,Swain,Leona,1
LOLTMNT03_218134,Ambessa,Poppy,Azir,Corki,Rell,Renekton,Xin Zhao,Taliyah,Miss Fortune,Maokai,0
LOLTMNT03_217173,Sion,Maokai,Tristana,Miss Fortune,Elise,Aatrox,Wukong,LeBlanc,Kalista,Neeko,0
11976-11976_game_1,Kennen,Vi,Ahri,Miss Fortune,Alistar,Rumble,Gwen,Corki,Jhin,Nautilus,1
LOLTMNT03_218175,Ambessa,Zyra,Orianna,Varus,Rell,Camille,Pantheon,Akali,Ezreal,Leona,0
11976-11976_game_2,Ambessa,Naafiri,Aurora,Kai'Sa,Leona,Jayce,Xin Zhao,Viktor,Ezreal,Rell,0
LOLTMNT03_217226,K'Sante,Pantheon,Azir,Miss Fortune,Rell,Gnar,Poppy,Taliyah,Varus,Leona,0
LOLTMNT03_217227,Rumble,Sejuani,Yasuo,Jhin,Rell,Ornn,Maokai,Yone,Varus,Braum,1
LOLTMNT03_218243,Rumble,Vi,Aurora,Ezreal,Rakan,Ornn,Pantheon,Sylas,Varus,Rell,0
LOLTMNT06_111312,Rumble,Sejuani,Yone,Jhin,Rakan,Aurora,Vi,Yasuo,Ashe,Renata Glasc,1
LOLTMNT03_217253,Wukong,Maokai,Akali,Varus,Rell,Jayce,Sejuani,Azir,Miss Fortune,Alistar,0
LOLTMNT03_217270,Renekton,Naafiri,Orianna,Miss Fortune,Leona,Jayce,Xin Zhao,Azir,Sivir,Alistar,0
LOLTMNT03_218275,Sion,Pantheon,Ahri,Corki,Rakan,Rumble,Maokai,Tristana,Zeri,Leona,0
LOLTMNT06_110324,Gwen,Jarvan IV,Ahri,Ezreal,Fiddlesticks,LeBlanc,Sejuani,Yone,Varus,Pyke,1
LOLTMNT03_218273,Jayce,Xin Zhao,Taliyah,Miss Fortune,Rell,Sion,Nocturne,Lux,Corki,Janna,1
LOLTMNT05_121664,Cho'Gath,Maokai,Tristana,Kai'Sa,Alistar,Galio,Vi,Azir,Jhin,Braum,0
LOLTMNT03_217281,Renekton,Zyra,Corki,Xayah,Leona,Aatrox,Vi,Aurora,Kai'Sa,Nautilus,1
LOLTMNT06_111349,Gwen,Viego,Azir,Varus,Leona,Jax,Kayn,Yone,Corki,Morgana,1
LOLTMNT06_111336,Jax,Jarvan IV,Azir,Sivir,Rell,Shen,Lillia,Corki,Miss Fortune,Leona,1
LOLTMNT06_110335,Ambessa,Sejuani,Azir,Varus,Braum,Rumble,Jarvan IV,Yone,Sivir,Rakan,0
LOLTMNT03_217298,Jayce,Maokai,Viktor,Ezreal,Rell,Ambessa,Gwen,Galio,Varus,Rakan,1
LOLTMNT05_121667,Ambessa,Naafiri,Viktor,Kai'Sa,Rakan,Gnar,Maokai,Tristana,Ezreal,Renata Glasc,1
LOLTMNT03_217316,Ornn,Vi,Akali,Varus,Leona,Ambessa,Xin Zhao,Viktor,Corki,Alistar,0
LOLTMNT06_111359,Gragas,Xin Zhao,Azir,Tristana,Nautilus,Ambessa,Maokai,Taliyah,Jhin,Alistar,1
